ID,Longitude,Latitude,Elevation_m,SoilDepth_m,Drainage,Permeability,pH,OrganicCarbon_pct,Management_Zone,Recommended_Rotation
899+BGM_FSS+0150,148.2504577637,-35.9204597473,893.0,0.73,3.0,2.0,4.1,2.6,0,Oats - Lupin - Pasture
899+BGM_FSS+0158,148.3162231445,-35.9050788879,893.0,6.0,1.0,2.0,4.5,5.25,2,Barley - Chickpea - Wheat
899+BGM_FSS+0152,148.3052215576,-35.9284591675,893.0,1.3,6.0,4.0,7.0,2.64,1,Durum Wheat - Lentil - Barley
899+SSM+SSM24,148.1400299072,-34.1368408203,893.0,0.95,3.0,1.0,4.59,1.4,0,Oats - Lupin - Pasture
899+BGM_ESM+1013,148.1781921387,-35.6314277649,893.0,2.92,5.0,3.0,5.795,1.365,2,Barley - Chickpea - Wheat
899+Morphology+CP309,147.636505127,-31.7050170898,308.0,1.3,5.0,4.0,7.0,1.33,1,Durum Wheat - Lentil - Barley
899+BGM_ESM+1007,148.1811523438,-35.6408920288,308.0,4.13,3.0,3.0,6.5,1.215,2,Barley - Chickpea - Wheat
898+RAALS+CP404,147.4663391113,-34.7098083496,308.0,1.05,5.0,3.0,6.0,1.1,1,Durum Wheat - Lentil - Barley
899+Wagga_SLM+BD84,147.4410705566,-35.0010604858,308.0,2.13,1.0,1.0,7.53,2.2,1,Durum Wheat - Lentil - Barley
899+BGM_ESM+1010,148.2078552246,-35.6283378601,308.0,1.13,4.0,3.0,6.805,1.94,1,Durum Wheat - Lentil - Barley
899+SSM+SSM145,147.264465332,-32.9720153809,308.0,1.0,2.0,1.0,6.08,1.68,1,Durum Wheat - Lentil - Barley
899+SSM+SSM27,146.9697570801,-34.1836166382,308.0,0.92,4.0,3.0,6.0200000000000005,1.8066666666666664,1,Durum Wheat - Lentil - Barley
899+BGM_FSS+0143,148.2666625977,-35.5823745728,308.0,0.72,6.0,4.0,5.96,1.9333333333333331,1,Durum Wheat - Lentil - Barley
898+RAALS+CP400,147.1052398682,-34.8618278503,308.0,1.4,3.0,2.0,5.9,2.06,1,Durum Wheat - Lentil - Barley
899+SSM+SSM25,146.9556274414,-34.2404289246,308.0,0.9,4.0,3.0,5.05,4.39,0,Oats - Lupin - Pasture
899+Morphology+CP319,151.6723937988,-32.6621246338,308.0,0.5,2.0,1.0,6.0,2.5,1,Durum Wheat - Lentil - Barley
899+BGM_FSS+0057,148.2765045166,-35.8896064758,308.0,1.67,5.0,3.0,6.2,1.935,1,Durum Wheat - Lentil - Barley
899+Morphology+CP310,147.6141662598,-31.6789627075,308.0,1.5,5.0,4.0,6.4,1.37,1,Durum Wheat - Lentil - Barley
899+BGM_FSS+0049,148.1309661865,-35.6994895935,308.0,2.49,3.0,3.0,6.076666666666667,1.1700000000000002,2,Barley - Chickpea - Wheat
899+BGM_FSS+0154,148.1635284424,-35.6901016235,308.0,2.84,2.0,2.0,5.753333333333333,0.97,2,Barley - Chickpea - Wheat
899+SSM+SSM142,147.2521514893,-33.5294761658,308.0,0.95,1.0,2.0,5.43,0.77,0,Oats - Lupin - Pasture
899+SSM+SSM104,147.4940032959,-34.2935523987,308.0,0.9,4.0,3.0,4.61,2.25,0,Oats - Lupin - Pasture
899+SSM+SSM102,148.6032867432,-33.7998161316,308.0,0.9,4.0,2.0,6.28,1.01,1,Durum Wheat - Lentil - Barley
899+Wagga_SLM+LS2,147.5417785645,-35.2183837891,308.0,0.4,5.0,3.0,5.5,1.51,0,Oats - Lupin - Pasture
899+SSM+SSM4,148.9715881348,-32.5058059692,308.0,0.9,5.0,3.0,5.79,2.64,1,Durum Wheat - Lentil - Barley
899+SSM+SSM106,147.4555511475,-34.2152404785,308.0,0.9,3.0,3.0,4.72,1.47,0,Oats - Lupin - Pasture
81738,147.197051783802,-34.4305248592399,308.0,0.5,3.0,2.0,5.4,0.69,0,Oats - Lupin - Pasture
89756,148.436461451175,-33.9789973559614,454.0,0.5,4.0,2.0,4.9,0.96,0,Oats - Lupin - Pasture
96777,150.9832984425047,-33.9640404635669,17.0,0.37,6.0,4.0,5.3,4.76,0,Oats - Lupin - Pasture
89749,147.503722619097,-33.9704875196046,218.0,0.5,3.0,3.0,7.3,0.9,1,Durum Wheat - Lentil - Barley
89001,142.108065812165,-34.1505283424115,35.0,0.5,6.0,4.0,7.1,0.36,1,Durum Wheat - Lentil - Barley
89752,148.458461196646,-33.9557790529054,448.0,0.5,4.0,3.0,4.3,0.66,0,Oats - Lupin - Pasture
89755,148.437921626243,-33.9782859219379,450.0,0.5,4.0,2.0,5.1,1.56,0,Oats - Lupin - Pasture
89763,148.705663803469,-33.807896260587,392.0,0.6,4.0,2.0,4.3,0.76,0,Oats - Lupin - Pasture
81884,143.818498500218,-34.4553685105965,66.0,0.5,4.0,2.0,6.6,0.96,1,Durum Wheat - Lentil - Barley
80915,148.540527713028,-34.5116017880726,66.0,0.5,4.0,3.0,7.1,2.26,1,Durum Wheat - Lentil - Barley
81879,143.772221716202,-34.5163731422139,73.0,0.5,4.0,2.0,7.6,3.56,1,Durum Wheat - Lentil - Barley
80916,148.508941644417,-34.525692968325,73.0,0.37,4.0,3.0,4.7,1.82,0,Oats - Lupin - Pasture
80980,148.314403170874,-34.5300338551132,111.0,0.5,4.0,2.0,6.7,2.96,1,Durum Wheat - Lentil - Barley
81115,145.573010776693,-34.4764344543579,111.0,0.5,4.0,2.0,7.6,0.63,1,Durum Wheat - Lentil - Barley
82071,149.672478948433,-34.8173094027085,111.0,0.5,2.0,2.0,5.0,3.6,0,Oats - Lupin - Pasture
81742,147.374736002698,-34.7767058116623,277.0,0.5,4.0,3.0,6.3,3.16,1,Durum Wheat - Lentil - Barley
101404,148.58240524,-35.80359656,1374.0,0.45,5.0,3.0,4.9,7.79,3,Wheat - Canola - Field Pea
81882,144.060742084123,-34.5431122648911,72.0,0.5,4.0,1.0,6.6,1.93,1,Durum Wheat - Lentil - Barley
101149,148.19083805,-36.53285482,1102.0,0.3,4.0,3.0,3.3,19.81,3,Wheat - Canola - Field Pea
89662,146.587521673917,-35.843724888296,171.0,0.5,3.0,2.0,5.8,1.8,1,Durum Wheat - Lentil - Barley
101241,148.49956397,-35.81794709,1394.0,0.4,5.0,4.0,4.4,5.05,3,Wheat - Canola - Field Pea
89744,147.260857227535,-33.9916066353826,237.0,0.5,3.0,3.0,6.7,1.33,1,Durum Wheat - Lentil - Barley
81000,149.439681068616,-33.7132141642757,237.0,0.6,5.0,2.0,4.5,3.69,0,Oats - Lupin - Pasture
89377,151.28730693667,-33.7181988183656,0.0,1.55,2.0,4.0,6.9,0.31,1,Durum Wheat - Lentil - Barley
81117,145.183160874259,-34.386332137475,100.0,0.5,3.0,2.0,6.8,0.76,1,Durum Wheat - Lentil - Barley
89760,148.578974664726,-33.7846128794243,289.0,0.5,5.0,3.0,4.4,2.97,0,Oats - Lupin - Pasture
89746,147.259245737608,-33.9957677519458,236.0,0.5,4.0,3.0,5.0,1.18,0,Oats - Lupin - Pasture
89076,150.923960917611,-34.2520758223073,236.0,0.5,2.0,1.0,4.0,5.02,0,Oats - Lupin - Pasture
89759,148.719511088012,-34.3854306087003,513.0,0.6,4.0,3.0,4.1,1.59,0,Oats - Lupin - Pasture
89067,150.887323462886,-34.2326145911212,513.0,0.5,3.0,1.0,4.3,11.2,0,Oats - Lupin - Pasture
89754,148.389907414639,-33.9831753410634,406.0,0.5,4.0,2.0,5.2,1.6,0,Oats - Lupin - Pasture
101130,148.2086977,-36.53131394,1400.0,0.3,4.0,3.0,6.0,20.07,3,Wheat - Canola - Field Pea
101169,148.31324671,-36.44456157,1900.0,0.47,4.0,3.0,4.6,12.58,3,Wheat - Canola - Field Pea
89748,147.482880558636,-33.9677842387379,217.0,0.5,3.0,3.0,6.7,1.33,1,Durum Wheat - Lentil - Barley
81852,150.640756481613,-34.1005514898522,217.0,0.5,4.0,3.0,5.4,3.8,0,Oats - Lupin - Pasture
81109,145.82289535071,-34.3188715921184,127.0,0.5,2.0,2.0,4.2,1.31,0,Oats - Lupin - Pasture
101165,148.34032936,-36.4304953,1800.0,0.62,5.0,4.0,4.1,17.28,3,Wheat - Canola - Field Pea
89751,147.354496208189,-34.0678068991664,225.0,0.5,3.0,3.0,5.5,1.06,0,Oats - Lupin - Pasture
82133,149.71315830047,-36.7783198344735,200.0,0.5,4.0,3.0,5.1,4.27,0,Oats - Lupin - Pasture
82324,150.820384881611,-34.1931507601627,200.0,0.5,3.0,3.0,4.6,0.71,0,Oats - Lupin - Pasture
82318,149.157125869813,-36.6968394294283,960.0,0.6,2.0,3.0,5.0,3.98,3,Wheat - Canola - Field Pea
89376,151.15377787123,-34.0193828775955,0.0,1.55,1.0,4.0,6.2,3.4,1,Durum Wheat - Lentil - Barley
101131,148.2687583,-36.51075897,1795.0,0.32,4.0,3.0,4.2,14.15,3,Wheat - Canola - Field Pea
89761,148.582893975229,-33.7822089775508,289.0,0.5,5.0,3.0,4.5,1.42,0,Oats - Lupin - Pasture
101224,148.55291762,-35.79191882,289.0,0.75,5.0,3.0,4.3,10.2,0,Oats - Lupin - Pasture
81889,143.777911823371,-34.5335783322812,66.0,0.5,3.0,1.0,7.0,1.71,1,Durum Wheat - Lentil - Barley
101244,148.57357756,-35.78076884,1401.0,0.28,5.0,4.0,4.7,6.25,3,Wheat - Canola - Field Pea
101396,148.54072745,-35.7686,1391.0,0.8,4.0,3.0,5.4,10.46,3,Wheat - Canola - Field Pea
81112,146.346799055482,-34.7067437774182,137.0,0.5,4.0,2.0,6.0,0.69,1,Durum Wheat - Lentil - Barley
82132,149.665509233288,-36.6597447852662,150.0,0.5,4.0,3.0,5.1,0.83,0,Oats - Lupin - Pasture
101170,148.35104409,-36.42630895,1760.0,0.34,4.0,3.0,4.8,9.0,3,Wheat - Canola - Field Pea
82068,149.570406585677,-34.6451850696896,1760.0,0.5,5.0,3.0,5.2,1.69,3,Wheat - Canola - Field Pea
81890,143.776975027495,-34.5348887012474,69.0,0.5,5.0,2.0,6.2,6.01,1,Durum Wheat - Lentil - Barley
82176,150.019233596492,-34.5627917123728,69.0,0.5,3.0,3.0,4.6,2.31,0,Oats - Lupin - Pasture
101161,148.22184436,-36.535543,1450.0,0.7,4.0,3.0,4.4,8.13,3,Wheat - Canola - Field Pea
81940,149.558073687719,-34.685046328145,1450.0,0.5,4.0,3.0,4.6,1.55,3,Wheat - Canola - Field Pea
82179,149.656314396628,-34.8744806309899,1450.0,0.5,2.0,3.0,5.6,3.75,3,Wheat - Canola - Field Pea
89648,150.475036611239,-34.5234329834253,1450.0,0.5,4.0,2.0,4.7,5.44,3,Wheat - Canola - Field Pea
82174,149.939058649643,-34.6642082884617,111.0,0.5,5.0,2.0,4.3,1.88,0,Oats - Lupin - Pasture
82066,149.681097539536,-34.80669016946,111.0,0.5,4.0,2.0,6.4,1.07,1,Durum Wheat - Lentil - Barley
81116,145.573792450398,-34.4765698209058,111.0,0.5,2.0,2.0,6.9,0.81,1,Durum Wheat - Lentil - Barley
81885,143.817744214356,-34.4546196963396,64.0,0.5,4.0,2.0,6.3,3.5,1,Durum Wheat - Lentil - Barley
80904,148.87663743716,-35.9729837064001,64.0,0.6,5.0,3.0,5.5,2.95,0,Oats - Lupin - Pasture
101154,148.38835021,-36.30046976,1712.0,0.58,4.0,3.0,4.9,15.69,3,Wheat - Canola - Field Pea
82178,149.575170930802,-34.5777081506997,1712.0,0.5,3.0,2.0,4.7,1.28,3,Wheat - Canola - Field Pea
81888,143.77351780735,-34.5173623205983,71.0,0.5,2.0,2.0,6.9,1.1,1,Durum Wheat - Lentil - Barley
81881,143.93774190327,-34.5737147117213,66.0,0.3,3.0,3.0,6.6,0.88,1,Durum Wheat - Lentil - Barley
89649,150.486905981186,-34.5383904271567,66.0,0.5,4.0,3.0,5.6,1.255,0,Oats - Lupin - Pasture
81741,147.153568956137,-34.6490239207581,250.0,0.5,4.0,3.0,4.6,1.63,0,Oats - Lupin - Pasture
81880,144.587316825469,-34.579173178091,90.0,0.5,4.0,1.0,6.1,1.31,1,Durum Wheat - Lentil - Barley
82175,150.05493583316,-34.570915094462,90.0,0.5,3.0,3.0,5.6,2.47,0,Oats - Lupin - Pasture
82180,149.651657709076,-34.8667399371436,1426.0,0.5,3.0,3.0,5.9,1.08,3,Wheat - Canola - Field Pea
101153,148.41131057,-36.34474219,1426.0,0.4,4.0,3.0,5.0,14.0,3,Wheat - Canola - Field Pea
81111,146.334675082029,-34.7248667771586,142.0,0.5,4.0,3.0,5.1,0.79,0,Oats - Lupin - Pasture
81891,143.938461254113,-34.5724805156641,67.0,0.5,2.0,2.0,6.3,0.79,1,Durum Wheat - Lentil - Barley
82315,149.2944031506,-36.7861028296713,762.0,0.7,2.0,2.0,7.1,3.44,1,Durum Wheat - Lentil - Barley
80914,148.565749702833,-34.5013804337646,762.0,0.43,4.0,3.0,4.8,2.17,0,Oats - Lupin - Pasture
81740,147.153807527307,-34.6482120044139,234.0,0.5,4.0,2.0,4.3,1.19,0,Oats - Lupin - Pasture
80973,148.315615211816,-34.4976306436479,234.0,0.5,4.0,3.0,5.0,2.66,0,Oats - Lupin - Pasture
82182,150.016900246643,-34.5210461828933,74.0,0.3,5.0,3.0,4.8,2.88,0,Oats - Lupin - Pasture
81883,144.060598567277,-34.5419279925677,74.0,0.5,1.0,1.0,6.7,0.62,1,Durum Wheat - Lentil - Barley
101164,148.35414146,-36.47936934,1292.0,0.8,4.0,3.0,5.3,4.12,3,Wheat - Canola - Field Pea
82181,149.93874700795,-34.6643419993581,1292.0,0.5,5.0,3.0,5.3,2.17,3,Wheat - Canola - Field Pea
81736,147.376972627251,-34.7782679869067,1292.0,0.5,4.0,3.0,5.9,2.22,3,Wheat - Canola - Field Pea
82065,149.489385504183,-34.5543822155868,1292.0,0.5,5.0,3.0,5.65,1.885,3,Wheat - Canola - Field Pea
80981,148.31381319017,-34.5292376656772,1598.0,0.43,5.0,3.0,5.4,1.55,3,Wheat - Canola - Field Pea
81942,149.560001497059,-34.6540852951685,1598.0,0.5,4.0,3.0,5.6,1.86,3,Wheat - Canola - Field Pea
101158,148.2758961,-36.5380869,1598.0,0.69,4.0,3.0,4.8,12.08,3,Wheat - Canola - Field Pea
81941,149.55464240364,-34.6628789767309,1598.0,0.5,4.0,3.0,4.6,1.34,3,Wheat - Canola - Field Pea
81887,144.587578713633,-34.5776547886038,83.0,0.5,4.0,3.0,6.5,1.39,1,Durum Wheat - Lentil - Barley
101226,148.55180523,-35.79218561,83.0,0.3,2.0,3.0,4.9,7.08,0,Oats - Lupin - Pasture
101159,148.29395965,-36.51261566,1440.0,0.43,4.0,3.0,6.0,18.54,3,Wheat - Canola - Field Pea
81113,146.073570556809,-34.8680423474133,123.0,0.5,3.0,1.0,4.6,1.41,0,Oats - Lupin - Pasture
101150,148.20714917,-36.53301534,1323.0,0.3,4.0,3.0,6.6,17.87,3,Wheat - Canola - Field Pea
101144,148.52018473,-36.35198833,1504.0,0.6,4.0,3.0,5.3,9.01,3,Wheat - Canola - Field Pea
82305,148.656377931552,-36.1782910035439,1170.0,0.7,3.0,3.0,6.6,2.73,3,Wheat - Canola - Field Pea
101128,148.19436389,-36.52605863,1012.0,0.35,4.0,3.0,5.5,0.91,3,Wheat - Canola - Field Pea
101402,148.56122114,-35.75821157,1295.0,0.5,5.0,3.0,5.0,4.94,3,Wheat - Canola - Field Pea
80919,149.36472593627,-35.1804803437237,1295.0,0.7,4.0,3.0,5.1,5.45,3,Wheat - Canola - Field Pea
80966,147.201874884776,-34.8812693352267,269.0,0.5,4.0,3.0,5.0,2.34,0,Oats - Lupin - Pasture
82262,147.990810444024,-32.790918403809,269.0,0.5,4.0,2.0,5.9,1.07,1,Durum Wheat - Lentil - Barley
81005,149.091948078229,-32.7356379584997,490.0,0.6,3.0,2.0,5.1,2.47,0,Oats - Lupin - Pasture
82263,148.064955058566,-32.8330376210174,273.0,0.55,3.0,2.0,4.8,1.01,0,Oats - Lupin - Pasture
89655,146.746390995172,-35.8096602749782,244.0,0.5,5.0,3.0,5.1,0.9,0,Oats - Lupin - Pasture
81892,150.183359223197,-33.1153248261557,244.0,0.4,3.0,3.0,6.6,0.81,1,Durum Wheat - Lentil - Barley
81095,150.667488627945,-32.4587555515147,244.0,0.5,3.0,3.0,6.5,0.83,1,Durum Wheat - Lentil - Barley
89066,150.827237346518,-34.1679637621428,244.0,0.45,4.0,2.0,4.6,1.44,0,Oats - Lupin - Pasture
82281,150.833871487875,-34.235982329631,31.0,0.5,5.0,2.0,4.8,1.78,0,Oats - Lupin - Pasture
89078,150.927717329126,-34.2551959542224,31.0,0.5,5.0,4.0,3.5,0.78,0,Oats - Lupin - Pasture
88999,141.716013477186,-33.9237105366299,31.0,0.5,3.0,2.0,7.5,0.96,1,Durum Wheat - Lentil - Barley
89296,142.254025558002,-34.053768022623,53.0,0.5,5.0,3.0,7.8,1.21,1,Durum Wheat - Lentil - Barley
81854,150.64037825539,-34.0270732001656,53.0,0.4,4.0,3.0,4.8,2.93,0,Oats - Lupin - Pasture
82299,148.941699494554,-36.3442673637109,887.0,0.7,2.0,1.0,6.7,1.41,1,Durum Wheat - Lentil - Barley
89305,142.479808788662,-33.9630721513318,887.0,0.5,5.0,4.0,7.3,0.88,1,Durum Wheat - Lentil - Barley
82300,149.585929355287,-35.943033324009,891.0,0.7,3.0,3.0,4.9,5.27,3,Wheat - Canola - Field Pea
89074,150.92364217065,-34.2509073109008,891.0,0.5,2.0,1.0,4.1,3.11,0,Oats - Lupin - Pasture
89295,142.25124853515,-34.0542742805825,65.0,0.5,5.0,3.0,8.0,1.13,1,Durum Wheat - Lentil - Barley
81118,145.049451928143,-34.4191216682923,100.0,0.5,3.0,2.0,5.7,2.06,0,Oats - Lupin - Pasture
89758,148.719683025238,-34.3847970109522,520.0,0.5,4.0,2.0,3.9,1.71,0,Oats - Lupin - Pasture
96775,150.97130434,-33.95328144,9.0,0.6,4.0,3.0,4.4,3.13,0,Oats - Lupin - Pasture
89306,142.609648577388,-33.9396646584719,109.0,0.5,5.0,3.0,7.6,3.08,1,Durum Wheat - Lentil - Barley
90232,142.89272391275,-33.2454937074699,109.0,1.25,4.0,3.0,7.6,0.61,1,Durum Wheat - Lentil - Barley
82245,150.112201210976,-33.6192903310373,504.0,0.5,4.0,2.0,4.4,3.99,0,Oats - Lupin - Pasture
80995,148.75762522187,-32.841325155061,504.0,0.6,4.0,3.0,4.5,1.12,0,Oats - Lupin - Pasture
82096,148.815710782151,-32.4838589205116,301.0,0.5,4.0,3.0,4.8,1.22,0,Oats - Lupin - Pasture
101133,148.2645989,-36.52004303,1630.0,0.5,4.0,3.0,4.9,11.54,3,Wheat - Canola - Field Pea
102754,149.02522869,-33.24016856,829.0,1.3,4.0,3.0,6.0,3.7,1,Durum Wheat - Lentil - Barley
101142,148.5372689,-36.34464831,1408.0,0.4,5.0,4.0,4.9,2.92,3,Wheat - Canola - Field Pea
101129,148.20092471,-36.53068032,1225.0,0.3,4.0,3.0,5.3,14.05,3,Wheat - Canola - Field Pea
101134,148.26646268,-36.55489128,1794.0,0.6,4.0,3.0,4.1,28.01,3,Wheat - Canola - Field Pea
90247,141.081269056646,-33.346545238338,1794.0,1.25,6.0,4.0,5.5,0.47,3,Wheat - Canola - Field Pea
89303,142.639128439682,-33.6551247627451,62.0,0.5,5.0,3.0,8.1,1.19,1,Durum Wheat - Lentil - Barley
101214,148.69706555,-35.73747573,62.0,0.55,4.0,3.0,5.7,2.05,0,Oats - Lupin - Pasture
81008,149.487587687229,-33.4849960337949,783.0,0.8,5.0,4.0,4.4,4.37,0,Oats - Lupin - Pasture
89003,141.738895630879,-33.6584907324756,44.0,0.5,6.0,3.0,6.6,0.57,1,Durum Wheat - Lentil - Barley
81001,149.682320179829,-33.3669804389003,751.0,0.7,4.0,3.0,5.4,1.92,0,Oats - Lupin - Pasture
82306,149.586017799618,-35.942346417745,893.0,0.65,4.0,1.0,4.5,6.02,3,Wheat - Canola - Field Pea
81768,150.101717833114,-33.5845084554899,893.0,0.5,4.0,3.0,4.9,1.76,0,Oats - Lupin - Pasture
81767,150.113072626585,-33.5631108857573,330.0,0.5,5.0,3.0,4.6,2.97,0,Oats - Lupin - Pasture
89629,148.038757426204,-35.9444163881391,330.0,0.5,4.0,3.0,4.2,0.75,0,Oats - Lupin - Pasture
91245,146.717146397987,-33.3175124632555,220.0,0.6,5.0,4.0,5.2,1.37,0,Oats - Lupin - Pasture
102755,149.02068967,-33.23272158,786.0,0.45,3.0,3.0,5.4,4.8,0,Oats - Lupin - Pasture
91243,146.45533820814,-33.3353294778803,160.0,0.5,5.0,3.0,4.6,1.41,0,Oats - Lupin - Pasture
89628,148.129035294651,-35.9340446811238,520.0,0.5,5.0,3.0,4.9,0.8,0,Oats - Lupin - Pasture
89304,142.462033980635,-33.5789050728241,38.0,0.5,3.0,2.0,6.8,0.83,1,Durum Wheat - Lentil - Barley
91246,146.800733077929,-33.4341474619775,260.0,0.6,5.0,3.0,4.7,1.48,0,Oats - Lupin - Pasture
101167,148.27155655,-36.45583052,2112.0,0.49,4.0,3.0,4.1,6.44,3,Wheat - Canola - Field Pea
80998,149.493711857558,-33.4711680819955,715.0,0.6,4.0,3.0,5.0,1.28,0,Oats - Lupin - Pasture
101245,148.5691036,-35.78280164,1362.0,0.45,5.0,4.0,4.3,6.7,3,Wheat - Canola - Field Pea
80994,149.686193453803,-33.3751822430424,718.0,0.7,5.0,3.0,5.3,2.43,0,Oats - Lupin - Pasture
101394,148.47012413,-35.84392317,1431.0,0.35,5.0,3.0,5.1,11.48,3,Wheat - Canola - Field Pea
89301,142.80001002771,-33.6770988356199,1431.0,0.5,5.0,3.0,7.7,1.51,3,Wheat - Canola - Field Pea
101230,148.58961947,-35.85237223,1388.0,0.7,2.0,2.0,4.7,13.5,3,Wheat - Canola - Field Pea
101237,148.50341019,-35.81940458,1388.0,0.96,3.0,1.0,4.4,5.71,3,Wheat - Canola - Field Pea
90236,142.323220590661,-34.306432638683,1388.0,1.28,1.0,1.0,6.2,0.55,3,Wheat - Canola - Field Pea
81110,145.828404035059,-34.3205566305208,118.0,0.5,3.0,2.0,6.9,0.68,1,Durum Wheat - Lentil - Barley
89647,150.642495369606,-33.9230233124113,118.0,0.5,3.0,2.0,6.7,1.16,1,Durum Wheat - Lentil - Barley
101397,148.52183712,-35.77632324,1462.0,0.6,4.0,3.0,4.5,11.22,3,Wheat - Canola - Field Pea
89068,150.887480329294,-34.2324189360199,1462.0,0.5,3.0,2.0,4.7,0.72,3,Wheat - Canola - Field Pea
89062,149.617462336931,-35.8070978765575,755.0,0.7,3.0,3.0,5.1,1.42,0,Oats - Lupin - Pasture
89652,150.642187547517,-33.9816220394907,755.0,0.5,3.0,3.0,6.8,1.28,1,Durum Wheat - Lentil - Barley
89661,146.592471806537,-35.8458335139069,145.0,0.45,2.0,2.0,5.2,1.94,0,Oats - Lupin - Pasture
89651,150.37989466901,-34.435417620878,145.0,0.5,3.0,2.0,5.6,3.52,0,Oats - Lupin - Pasture
82193,149.661570790239,-36.6610135109663,145.0,0.5,3.0,3.0,4.8,1.44,0,Oats - Lupin - Pasture
89300,142.485286538189,-33.9619150003149,50.0,0.5,5.0,3.0,6.9,0.79,1,Durum Wheat - Lentil - Barley
89004,141.792532568819,-33.6798493465012,50.0,0.5,6.0,3.0,6.4,0.73,1,Durum Wheat - Lentil - Barley
81853,150.667158888342,-34.0665517662255,50.0,0.45,3.0,3.0,5.1,7.7,0,Oats - Lupin - Pasture
89005,142.011932307098,-33.8101557402801,39.0,0.5,6.0,4.0,7.2,0.86,1,Durum Wheat - Lentil - Barley
81939,150.708579806078,-34.0881405723277,39.0,0.5,3.0,3.0,4.8,1.95,0,Oats - Lupin - Pasture
81938,150.725759536538,-34.0835461375879,39.0,0.5,4.0,3.0,5.3,1.6,0,Oats - Lupin - Pasture
90237,141.079625099649,-34.0487846188432,20.0,1.3,1.0,1.0,6.2,0.63,1,Durum Wheat - Lentil - Barley
90231,141.027905356126,-33.9668433980379,20.0,1.28,1.0,1.0,7.0,1.4300000000000002,1,Durum Wheat - Lentil - Barley
89298,141.675842842508,-33.9139988311192,86.0,0.5,5.0,3.0,7.8,2.23,1,Durum Wheat - Lentil - Barley
89071,150.818777713421,-34.1944655997486,86.0,0.5,3.0,2.0,4.3,1.08,0,Oats - Lupin - Pasture
89646,150.639535918004,-33.9209199319326,86.0,0.5,4.0,3.0,6.7,1.21,1,Durum Wheat - Lentil - Barley
89077,150.921586378272,-34.2532617948427,86.0,0.5,5.0,4.0,3.7,2.23,0,Oats - Lupin - Pasture
89073,150.916462953156,-34.2531928194256,44.0,0.5,4.0,3.0,4.3,1.01,0,Oats - Lupin - Pasture
89307,142.798357009955,-33.6774836149675,44.0,0.5,5.0,3.0,7.1,0.65,1,Durum Wheat - Lentil - Barley
89297,141.672561000744,-33.9107159106027,44.0,0.5,5.0,3.0,7.8,0.57,1,Durum Wheat - Lentil - Barley
89069,150.887312400626,-34.2304504857293,44.0,0.5,6.0,3.0,3.8,1.65,0,Oats - Lupin - Pasture
89299,142.484593546903,-33.9637629994391,320.0,0.5,5.0,3.0,6.9,0.52,1,Durum Wheat - Lentil - Barley
81739,147.195265565189,-34.4299776099176,320.0,0.5,4.0,3.0,5.0,0.64,0,Oats - Lupin - Pasture
80903,148.876945082559,-35.9737992099168,320.0,0.5,5.0,3.0,5.2,1.1,0,Oats - Lupin - Pasture
89302,142.607024523182,-33.939933403736,107.0,0.5,5.0,3.0,7.0,0.64,1,Durum Wheat - Lentil - Barley
89747,147.368980805279,-34.0692253043663,230.0,0.55,3.0,3.0,5.8,1.78,1,Durum Wheat - Lentil - Barley
96780,150.99595865,-33.97101589,11.0,0.35,6.0,4.0,5.1,2.61,0,Oats - Lupin - Pasture
82280,150.83491871232,-34.2349369228991,11.0,0.3,5.0,2.0,4.7,1.1,0,Oats - Lupin - Pasture
89072,150.823415845829,-34.1858293215518,244.0,0.5,4.0,3.0,4.6,1.27,0,Oats - Lupin - Pasture
89750,147.447736367122,-34.1989399847137,244.0,0.5,3.0,3.0,5.0,0.61,0,Oats - Lupin - Pasture
89645,150.685953430228,-34.0291659270871,244.0,0.5,3.0,3.0,6.5,0.75,1,Durum Wheat - Lentil - Barley
89762,147.41125097355,-34.2000417196592,233.0,0.5,3.0,3.0,5.1,2.59,0,Oats - Lupin - Pasture
89650,150.386618529878,-34.4238963453211,233.0,0.5,3.0,2.0,5.2,1.4,0,Oats - Lupin - Pasture
89075,150.927875849392,-34.2536027378142,47.0,0.5,1.0,1.0,3.6,2.4,0,Oats - Lupin - Pasture
89002,141.895715333846,-33.7491763712627,47.0,0.5,4.0,3.0,7.6,3.51,1,Durum Wheat - Lentil - Barley
89757,148.46711493522,-34.0084845988294,424.0,0.6,4.0,3.0,4.8,4.05,0,Oats - Lupin - Pasture
89375,151.285297855651,-33.710154131622,0.0,1.6,2.0,3.0,6.3,17.6,1,Durum Wheat - Lentil - Barley
89374,151.138688378423,-33.8097390769083,0.0,1.6,2.0,3.0,4.6,4.13,0,Oats - Lupin - Pasture
89070,150.885481611956,-34.2337729825048,0.0,0.4,1.0,1.0,3.5,14.1,0,Oats - Lupin - Pasture
89753,148.435815368818,-33.9637466274637,414.0,0.5,4.0,3.0,4.9,0.74,0,Oats - Lupin - Pasture
81886,143.822476187322,-34.4529509849075,61.0,0.5,2.0,2.0,7.1,0.91,1,Durum Wheat - Lentil - Barley
101225,148.55275908,-35.79116359,61.0,0.4,5.0,3.0,5.0,13.29,0,Oats - Lupin - Pasture
96931,150.68338635,-32.25481558,61.0,1.2,2.0,2.0,5.5,2.0,0,Oats - Lupin - Pasture
