ID,Longitude,Latitude,Elevation_m,SoilDepth_m,Drainage,Permeability,pH,OrganicCarbon_pct,Management_Zone,Recommended_Rotation
96944,150.66386791,-32.26192304,1440.0,1.2,5.0,4.0,5.6,0.6,3,Wheat - Canola - Field Pea
101238,148.51271218,-35.81495154,1440.0,0.33,5.0,3.0,4.6,5.96,3,Wheat - Canola - Field Pea
80858,150.746063666696,-32.4309233078845,1440.0,0.5,5.0,3.0,6.5,4.82,3,Wheat - Canola - Field Pea
80950,150.691511243672,-32.4009868856124,1440.0,0.5,5.0,3.0,6.8,3.33,3,Wheat - Canola - Field Pea
81760,150.047425301454,-32.1474783347525,1440.0,0.5,4.0,3.0,5.3,2.12,3,Wheat - Canola - Field Pea
96929,150.67731,-32.25296344,1440.0,1.2,2.0,2.0,4.8,2.9,3,Wheat - Canola - Field Pea
81752,150.919805720965,-32.255648755698,1760.0,0.45,3.0,3.0,5.0,1.25,3,Wheat - Canola - Field Pea
80952,150.580315381098,-32.0519776550008,1760.0,0.4,3.0,2.0,6.3,0.34,3,Wheat - Canola - Field Pea
80958,150.175292262763,-32.1852221043127,1760.0,0.5,4.0,2.0,7.3,1.16,3,Wheat - Canola - Field Pea
81872,151.086033499829,-32.3901649806951,1760.0,0.4,3.0,3.0,7.2,3.95,3,Wheat - Canola - Field Pea
101141,148.41756172,-36.3981786,1760.0,0.4,4.0,3.0,3.8,8.72,3,Wheat - Canola - Field Pea
96907,150.68648158,-32.26416113,1760.0,1.2,4.0,3.0,5.5,1.9,3,Wheat - Canola - Field Pea
80964,150.758254710948,-32.3584806127266,1760.0,0.5,4.0,3.0,7.4,1.22,3,Wheat - Canola - Field Pea
81894,150.086481235099,-32.9130128387342,1502.0,0.4,5.0,3.0,4.6,4.32,3,Wheat - Canola - Field Pea
81753,150.373727357718,-32.606554974091,1502.0,0.5,4.0,3.0,7.0,3.78,3,Wheat - Canola - Field Pea
101151,148.22474798,-36.53053719,1502.0,0.6,4.0,3.0,4.8,11.28,3,Wheat - Canola - Field Pea
89347,148.76776388834,-32.5388646535476,320.0,0.68,4.0,3.0,5.6,1.47,0,Oats - Lupin - Pasture
89364,151.682215716871,-32.8494999035159,1.0,1.6,1.0,1.0,6.1,9.34,1,Durum Wheat - Lentil - Barley
82102,148.972124999003,-32.5045656989021,383.0,0.5,4.0,3.0,5.3,2.15,0,Oats - Lupin - Pasture
80951,150.581180238305,-32.0517055873535,383.0,0.4,3.0,2.0,6.9,3.07,1,Durum Wheat - Lentil - Barley
81859,152.505256149557,-31.7833716031201,23.0,0.5,3.0,2.0,4.6,3.37,0,Oats - Lupin - Pasture
81865,152.478087073158,-31.761411943066,28.0,0.5,3.0,2.0,4.8,1.23,0,Oats - Lupin - Pasture
81878,152.499111816645,-31.7808936085975,14.0,0.5,3.0,2.0,4.7,2.98,0,Oats - Lupin - Pasture
96941,150.67207286,-32.24402011,14.0,1.2,3.0,2.0,5.5,1.3,0,Oats - Lupin - Pasture
81758,150.187463195428,-31.986580227492,1.0,0.5,2.0,2.0,5.9,2.0,1,Durum Wheat - Lentil - Barley
82244,152.575716269845,-31.8272200540103,1.0,1.6,1.0,1.0,4.0,15.49,0,Oats - Lupin - Pasture
82134,149.713552477081,-36.7790137639562,187.0,0.55,4.0,3.0,5.4,3.77,0,Oats - Lupin - Pasture
96936,150.67424434,-32.2487496,187.0,1.2,2.0,2.0,5.8,2.8,1,Durum Wheat - Lentil - Barley
82242,152.618006919235,-31.8398043382881,1.0,1.6,2.0,2.0,4.5,7.75,0,Oats - Lupin - Pasture
81863,152.48901850962,-31.7590744518347,15.0,0.5,3.0,2.0,4.3,2.13,0,Oats - Lupin - Pasture
96943,150.6586372,-32.27548868,15.0,1.2,4.0,3.0,6.0,2.0,1,Durum Wheat - Lentil - Barley
96911,150.67631189,-32.26172883,15.0,1.2,2.0,2.0,4.6,1.4,0,Oats - Lupin - Pasture
80960,150.692533383489,-32.4000857665507,76.0,0.5,4.0,3.0,6.7,1.62,1,Durum Wheat - Lentil - Barley
89333,147.085021217668,-31.7779887744499,76.0,0.6,3.0,2.0,5.4,0.93,0,Oats - Lupin - Pasture
80957,150.178604249731,-32.1861256295594,76.0,0.5,5.0,3.0,6.0,1.21,1,Durum Wheat - Lentil - Barley
96909,150.66723058,-32.25950522,76.0,1.2,6.0,4.0,6.2,0.9,1,Durum Wheat - Lentil - Barley
96935,150.70046947,-32.25410877,389.0,1.2,3.0,2.0,5.4,1.1,0,Oats - Lupin - Pasture
80861,150.72292693372,-32.3677855108199,389.0,0.5,5.0,2.0,6.5,2.22,1,Durum Wheat - Lentil - Barley
82101,149.255262331103,-31.793212927537,389.0,0.5,4.0,2.0,5.3,0.79,0,Oats - Lupin - Pasture
90242,142.052061035574,-32.2478132598358,389.0,1.25,4.0,2.0,7.1,0.63,1,Durum Wheat - Lentil - Barley
82094,147.706351064373,-31.9880948745613,208.0,0.5,4.0,3.0,4.7,0.74,0,Oats - Lupin - Pasture
89367,152.497631030493,-32.0808792792487,0.0,1.8,1.0,2.0,3.8,4.93,0,Oats - Lupin - Pasture
82100,149.201591299634,-31.9005505556289,408.0,0.5,4.0,2.0,5.1,1.96,0,Oats - Lupin - Pasture
82099,149.202236918517,-31.9014683207805,403.0,0.5,4.0,2.0,5.2,2.68,0,Oats - Lupin - Pasture
80965,150.757998362608,-32.3593959234209,403.0,0.5,4.0,3.0,6.4,2.1,1,Durum Wheat - Lentil - Barley
96950,150.69785036,-32.25780364,403.0,1.2,6.0,4.0,5.0,0.9,0,Oats - Lupin - Pasture
96900,150.68644088,-32.26701917,1445.0,1.2,2.0,2.0,5.8,0.0,3,Wheat - Canola - Field Pea
101398,148.52049402,-35.77085894,1445.0,20.0,2.0,2.0,4.8,8.06,2,Barley - Chickpea - Wheat
82095,149.243210207841,-31.8083614013112,389.0,0.5,4.0,3.0,4.8,1.55,0,Oats - Lupin - Pasture
90244,142.378515134262,-32.9602265461612,389.0,1.25,1.0,1.0,7.6,0.97,1,Durum Wheat - Lentil - Barley
96894,150.67509257,-32.27041798,260.0,1.2,2.0,2.0,6.0,1.4,1,Durum Wheat - Lentil - Barley
89669,146.746394177032,-35.8086594831299,260.0,0.4,4.0,2.0,6.3,2.84,1,Durum Wheat - Lentil - Barley
81763,151.14062249123,-32.4743644508779,145.0,0.4,3.0,2.0,7.5,0.88,1,Durum Wheat - Lentil - Barley
81864,152.488172145353,-31.7593687802059,25.0,0.6,3.0,2.0,4.7,0.74,0,Oats - Lupin - Pasture
82246,150.219487946257,-32.9896517740417,25.0,0.25,4.0,2.0,4.8,3.79,0,Oats - Lupin - Pasture
81860,152.50228824899,-31.7892784472066,11.0,0.55,3.0,2.0,5.1,4.6,0,Oats - Lupin - Pasture
80959,150.667359130436,-32.4592401214299,11.0,0.5,5.0,3.0,6.6,1.39,1,Durum Wheat - Lentil - Barley
96899,150.67788106,-32.26845824,11.0,1.2,3.0,2.0,4.8,2.8,0,Oats - Lupin - Pasture
80856,151.261919012417,-32.5196615765579,854.0,0.5,5.0,2.0,3.8,6.38,0,Oats - Lupin - Pasture
82312,148.853879850514,-36.48138499416,854.0,0.7,4.0,3.0,6.5,1.2,1,Durum Wheat - Lentil - Barley
81755,150.356543412867,-32.5278461219873,854.0,0.5,5.0,3.0,7.1,9.65,1,Durum Wheat - Lentil - Barley
88978,144.161533247553,-32.6178137640351,80.0,0.5,4.0,3.0,7.8,1.23,1,Durum Wheat - Lentil - Barley
80961,150.905645325458,-32.4883404629984,80.0,0.5,5.0,3.0,6.6,2.38,1,Durum Wheat - Lentil - Barley
80862,151.064028841469,-32.7884955429235,1463.0,0.5,4.0,3.0,4.5,1.39,3,Wheat - Canola - Field Pea
101172,148.3526505,-36.26075435,1463.0,1.0,4.0,3.0,5.9,7.64,3,Wheat - Canola - Field Pea
81871,150.981646406555,-32.5115072654621,1463.0,0.32,3.0,3.0,6.6,3.93,3,Wheat - Canola - Field Pea
81870,150.980592637202,-32.5096054403602,1463.0,0.45,2.0,2.0,7.2,1.82,3,Wheat - Canola - Field Pea
81762,151.133879725686,-32.5046318682737,1491.0,0.45,5.0,3.0,7.2,2.91,3,Wheat - Canola - Field Pea
90243,142.378666536368,-32.9589531448497,1491.0,1.3,1.0,1.0,7.5,0.63,3,Wheat - Canola - Field Pea
101173,148.35988353,-36.2529196,1491.0,0.6,4.0,3.0,4.4,13.17,3,Wheat - Canola - Field Pea
80954,150.718821430283,-32.464647432738,1491.0,0.5,3.0,2.0,7.0,3.12,3,Wheat - Canola - Field Pea
102660,149.71810094,-32.55331325,565.0,1.0,2.0,1.0,5.1,3.0,0,Oats - Lupin - Pasture
81761,151.134276970772,-32.5049804854531,565.0,0.4,5.0,3.0,4.9,0.58,0,Oats - Lupin - Pasture
82309,149.183929728554,-36.6742236008412,940.0,0.4,4.0,3.0,4.8,6.16,3,Wheat - Canola - Field Pea
80868,151.063639987305,-32.7882099551896,940.0,0.5,4.0,3.0,4.6,2.1,3,Wheat - Canola - Field Pea
101175,148.55023337,-36.12684164,1568.0,0.3,4.0,3.0,6.8,11.41,3,Wheat - Canola - Field Pea
82304,148.966615891956,-36.5361761362319,920.0,0.65,3.0,3.0,6.5,1.81,1,Durum Wheat - Lentil - Barley
102661,149.71048178,-32.5516655,575.0,1.15,3.0,2.0,5.4,2.0,0,Oats - Lupin - Pasture
80962,150.905234653498,-32.4886132003672,575.0,0.5,4.0,3.0,6.6,2.22,1,Durum Wheat - Lentil - Barley
81765,150.377057503958,-32.5942992536326,575.0,0.4,5.0,3.0,6.0,1.84,1,Durum Wheat - Lentil - Barley
81896,150.20861410928,-33.0590032113459,575.0,0.4,3.0,2.0,6.35,1.28,1,Durum Wheat - Lentil - Barley
81764,151.143953964494,-32.4732682030046,273.0,0.4,3.0,2.0,6.7,0.72,1,Durum Wheat - Lentil - Barley
81895,150.206587443335,-33.0550358763803,273.0,0.4,3.0,2.0,4.3,2.78,0,Oats - Lupin - Pasture
82269,148.071138651883,-32.8363943971012,273.0,0.52,3.0,3.0,6.1,1.14,1,Durum Wheat - Lentil - Barley
80864,151.257309312815,-32.5003686138185,273.0,0.55,3.0,3.0,5.7,3.07,0,Oats - Lupin - Pasture
80863,151.280949099938,-32.5371951749746,0.0,0.5,4.0,2.0,4.3,0.87,0,Oats - Lupin - Pasture
89363,151.719878034741,-32.8602184218147,0.0,2.0,1.0,1.0,6.5,10.02,1,Durum Wheat - Lentil - Barley
101403,148.58247889,-35.80675089,1367.0,0.5,5.0,2.0,4.6,8.88,3,Wheat - Canola - Field Pea
81893,150.228373485577,-32.9963049810645,1367.0,0.4,4.0,3.0,6.0,3.97,3,Wheat - Canola - Field Pea
81756,150.356753078463,-32.5134233479837,0.0,0.5,5.0,3.0,6.2,4.05,1,Durum Wheat - Lentil - Barley
89362,151.715013045594,-32.8463053410407,0.0,0.65,1.0,1.0,6.8,2.22,1,Durum Wheat - Lentil - Barley
89366,152.099923573349,-32.765029751584,1.0,1.7,2.0,2.0,3.7,13.91,0,Oats - Lupin - Pasture
80857,151.26246508212,-32.5194977558239,1.0,0.5,5.0,2.0,4.1,5.22,0,Oats - Lupin - Pasture
80869,151.281189283597,-32.5380011784976,1.0,0.5,4.0,2.0,5.0,3.18,0,Oats - Lupin - Pasture
81766,150.356859985467,-32.5123165048449,502.0,0.5,5.0,3.0,5.7,4.02,0,Oats - Lupin - Pasture
81007,148.759086867825,-32.8417645738852,502.0,0.6,4.0,3.0,6.5,1.1,1,Durum Wheat - Lentil - Barley
82261,147.989215711578,-32.790597265679,270.0,0.5,3.0,2.0,5.2,1.34,0,Oats - Lupin - Pasture
88979,144.244274916853,-32.6565625295668,82.0,0.5,4.0,3.0,8.0,1.44,1,Durum Wheat - Lentil - Barley
69771,150.032036489438,-30.7931048273954,262.0,3.8,3.0,2.0,7.1,1.27,2,Barley - Chickpea - Wheat
31785,150.030411281561,-30.8987810429301,325.0,0.7,5.0,3.0,6.0,1.73,1,Durum Wheat - Lentil - Barley
71480,150.395270270761,-30.8665958776937,306.0,1.4,3.0,2.0,5.15,1.225,0,Oats - Lupin - Pasture
82186,146.3845300661,-30.622869432745,147.0,0.5,4.0,3.0,4.3,0.72,0,Oats - Lupin - Pasture
24105,150.014276929421,-30.8022999979953,310.0,0.75,4.0,3.0,6.2,1.42,1,Durum Wheat - Lentil - Barley
69250,150.416404875623,-30.6275712764282,590.0,0.45,6.0,3.0,7.0,3.64,1,Durum Wheat - Lentil - Barley
71319,150.446961522481,-30.8772235942395,360.0,1.35,5.0,3.0,7.0,1.4,1,Durum Wheat - Lentil - Barley
69229,150.486289354099,-30.6969936131319,415.0,0.75,2.0,2.0,6.7,1.94,1,Durum Wheat - Lentil - Barley
82291,153.007999249779,-30.9569143053382,415.0,1.6,1.0,1.0,4.1,31.92,3,Wheat - Canola - Field Pea
69246,150.432580792291,-30.7332000375976,410.0,4.2,4.0,3.0,6.8,4.3,2,Barley - Chickpea - Wheat
96535,149.06871278,-31.2204664,514.0,0.9,2.0,2.0,6.2,1.59,1,Durum Wheat - Lentil - Barley
81850,152.911257044203,-31.0106535911541,4.0,0.55,5.0,3.0,4.3,1.58,0,Oats - Lupin - Pasture
69251,150.42070301189,-30.6455772296227,495.0,0.8,2.0,1.0,6.4,2.36,1,Durum Wheat - Lentil - Barley
102517,148.13518673,-31.23713189,194.0,1.45,4.0,3.0,5.3,0.9,0,Oats - Lupin - Pasture
96544,148.98907632,-31.2363722,709.0,1.5,4.0,3.0,7.4,2.44,1,Durum Wheat - Lentil - Barley
69225,150.359837306093,-30.7463145854333,355.0,7.0,3.0,2.0,6.6,3.36,2,Barley - Chickpea - Wheat
69466,150.150895134506,-30.766754011842,245.0,2.0,3.0,2.0,6.0,1.25,1,Durum Wheat - Lentil - Barley
71276,150.430424239295,-30.9107166956877,295.0,1.1,4.0,3.0,7.2,3.04,1,Durum Wheat - Lentil - Barley
69443,150.101499954942,-30.5876232054301,340.0,0.7,4.0,2.0,6.7,2.83,1,Durum Wheat - Lentil - Barley
66757,150.028030719773,-30.803473908963,340.0,1.5,4.0,2.0,6.3,1.38,1,Durum Wheat - Lentil - Barley
82211,150.812814681159,-31.1669478479791,480.0,0.5,4.0,3.0,5.3,1.89,0,Oats - Lupin - Pasture
71127,150.164258783782,-30.9426122433518,278.0,1.4,4.0,3.0,6.0,1.49,1,Durum Wheat - Lentil - Barley
71486,150.41593174706,-30.8490177285576,333.0,1.5,5.0,3.0,6.3,3.1,1,Durum Wheat - Lentil - Barley
71444,150.38930473729,-30.8880489487334,360.0,0.9,4.0,2.0,7.4,2.14,1,Durum Wheat - Lentil - Barley
82293,151.683219335377,-30.88251296567,1090.0,0.5,3.0,3.0,5.3,1.8,3,Wheat - Canola - Field Pea
71456,150.455924648856,-30.6688749135882,478.0,1.2,4.0,3.0,6.5,2.33,1,Durum Wheat - Lentil - Barley
67170,150.455378691366,-30.5873469634387,719.0,0.5,3.0,2.0,6.0,2.59,1,Durum Wheat - Lentil - Barley
67152,150.143347759363,-30.9168373847212,257.0,1.4,2.0,2.0,6.8,1.55,1,Durum Wheat - Lentil - Barley
71320,150.448864501573,-30.8776395887976,365.0,1.4,5.0,3.0,8.3,1.28,1,Durum Wheat - Lentil - Barley
81875,152.758353685899,-31.4623496799892,365.0,0.6,5.0,3.0,6.0,3.4,1,Durum Wheat - Lentil - Barley
96539,148.99496159,-31.26013977,542.0,0.5,4.0,3.0,6.9,2.69,1,Durum Wheat - Lentil - Barley
81861,152.474601306386,-31.7298205984365,39.0,0.5,3.0,2.0,4.5,2.03,0,Oats - Lupin - Pasture
90248,152.56670011861,-31.3356913985372,123.0,0.55,4.0,3.0,4.2,8.71,0,Oats - Lupin - Pasture
71686,150.365417634672,-30.774927753905,339.0,2.0,5.0,3.0,8.2,1.89,1,Durum Wheat - Lentil - Barley
89373,152.054548582747,-31.7065750221917,110.0,0.5,4.0,3.0,5.6,3.67,0,Oats - Lupin - Pasture
88980,144.266628415945,-31.6510756741607,76.0,0.5,5.0,4.0,6.1,0.53,1,Durum Wheat - Lentil - Barley
96532,148.93253748,-31.37033101,514.0,0.25,4.0,3.0,6.3,3.94,1,Durum Wheat - Lentil - Barley
81866,152.470276566834,-31.7199777070999,41.0,0.5,3.0,2.0,6.3,5.95,1,Durum Wheat - Lentil - Barley
89368,151.887357864052,-31.6041664846261,247.0,0.5,3.0,2.0,4.8,4.85,0,Oats - Lupin - Pasture
96555,149.00769118,-31.2835746,485.0,0.5,2.0,2.0,6.3,4.65,1,Durum Wheat - Lentil - Barley
96740,149.00239508,-31.2794809,462.0,0.75,4.0,3.0,5.6,3.37,0,Oats - Lupin - Pasture
96495,148.97836941,-31.38064577,708.0,0.75,4.0,3.0,6.9,9.54,1,Durum Wheat - Lentil - Barley
96386,148.95836965,-31.36534777,547.0,1.1,3.0,2.0,6.6,1.82,1,Durum Wheat - Lentil - Barley
96383,149.04042854,-31.35172889,935.0,0.7,5.0,3.0,5.6,1.83,3,Wheat - Canola - Field Pea
96361,149.07141905,-31.28047886,944.0,0.65,3.0,3.0,5.6,4.24,3,Wheat - Canola - Field Pea
82233,152.756662454546,-31.4080576328981,10.0,0.4,4.0,3.0,4.4,3.21,0,Oats - Lupin - Pasture
96524,149.05559924,-31.29051087,800.0,0.9,4.0,2.0,6.2,3.09,1,Durum Wheat - Lentil - Barley
96450,148.93548057,-31.37953245,536.0,1.0,4.0,2.0,6.6,10.12,1,Durum Wheat - Lentil - Barley
90249,152.539065098778,-31.2751613456058,510.0,0.55,5.0,3.0,5.2,3.93,0,Oats - Lupin - Pasture
82089,148.070016491777,-31.6117660427055,214.0,0.7,5.0,3.0,5.0,0.67,0,Oats - Lupin - Pasture
89372,152.056624607739,-31.7068610490584,108.0,0.6,4.0,3.0,6.6,3.72,1,Durum Wheat - Lentil - Barley
96363,149.01347426,-31.29276588,421.0,0.35,5.0,4.0,6.7,5.45,1,Durum Wheat - Lentil - Barley
90253,152.51202709744,-31.2849774360096,455.0,0.55,5.0,3.0,5.4,6.19,0,Oats - Lupin - Pasture
22442,150.462392199418,-30.7971472074011,455.0,2.0,4.0,2.0,5.9,0.89,2,Barley - Chickpea - Wheat
96359,149.07392147,-31.27388989,455.0,0.65,4.0,3.0,6.8,1.54,1,Durum Wheat - Lentil - Barley
66759,150.022354468484,-30.7808798190516,398.0,1.3,3.0,2.0,6.5,2.55,1,Durum Wheat - Lentil - Barley
96741,148.93218624,-31.25899741,398.0,0.75,5.0,3.0,4.9,1.09,0,Oats - Lupin - Pasture
89357,152.91966786129,-30.9373902473788,0.0,1.6,1.0,1.0,4.0,20.21,0,Oats - Lupin - Pasture
71467,150.057644784574,-30.5973884456938,247.0,1.3,2.0,2.0,5.8,4.83,1,Durum Wheat - Lentil - Barley
67154,150.154295766984,-30.9278833034061,265.0,1.4,5.0,3.0,6.6,2.18,1,Durum Wheat - Lentil - Barley
96483,148.95908816,-31.36603135,496.0,0.7,5.0,4.0,6.7,3.99,1,Durum Wheat - Lentil - Barley
96366,149.00992128,-31.28670582,499.0,0.7,4.0,3.0,6.6,2.69,1,Durum Wheat - Lentil - Barley
88986,146.304984273592,-31.6483432827818,302.0,0.5,4.0,3.0,5.2,1.01,0,Oats - Lupin - Pasture
88962,152.687760864253,-31.4195655004039,28.0,0.65,5.0,3.0,4.8,3.79,0,Oats - Lupin - Pasture
96372,149.00015352,-31.27727879,482.0,1.4,5.0,4.0,7.7,2.11,1,Durum Wheat - Lentil - Barley
88963,152.687077223897,-31.4163247280653,34.0,0.9,5.0,3.0,4.9,6.59,0,Oats - Lupin - Pasture
88981,146.43002350888,-31.3117527017445,215.0,0.5,4.0,3.0,5.4,0.96,0,Oats - Lupin - Pasture
82197,149.904276368959,-31.5834664343659,422.0,0.5,3.0,2.0,6.2,4.9,1,Durum Wheat - Lentil - Barley
88983,145.876055232215,-31.3852092406464,218.0,0.4,4.0,3.0,4.7,1.04,0,Oats - Lupin - Pasture
88964,152.69221172753,-31.4097777412148,26.0,0.8,5.0,3.0,5.8,3.33,1,Durum Wheat - Lentil - Barley
96538,149.06708632,-31.28214523,26.0,0.65,4.0,3.0,5.6,6.09,0,Oats - Lupin - Pasture
96536,148.99615952,-31.29308133,479.0,1.0,3.0,2.0,5.0,4.22,0,Oats - Lupin - Pasture
96748,148.96472832,-31.27575089,444.0,0.6,4.0,3.0,4.4,4.79,0,Oats - Lupin - Pasture
82234,152.753052856431,-31.3723661934728,29.0,0.5,4.0,3.0,5.5,3.69,0,Oats - Lupin - Pasture
90252,152.532725112636,-31.2783956402684,510.0,0.7,5.0,3.0,5.3,5.21,0,Oats - Lupin - Pasture
82321,147.156535323999,-31.6090427818317,177.0,0.45,5.0,4.0,5.2,1.06,0,Oats - Lupin - Pasture
82091,148.079643950349,-31.6339052762745,214.0,0.5,3.0,2.0,7.5,1.04,1,Durum Wheat - Lentil - Barley
96527,148.95730505,-31.38802293,668.0,0.4,4.0,3.0,6.2,2.51,1,Durum Wheat - Lentil - Barley
96542,148.9892074,-31.24512894,667.0,0.6,4.0,3.0,4.3,2.47,0,Oats - Lupin - Pasture
88961,152.690645852781,-31.4124897706717,31.0,0.6,4.0,3.0,5.8,5.51,0,Oats - Lupin - Pasture
89336,147.138284452255,-31.536433458925,175.0,0.6,3.0,2.0,5.0,1.06,0,Oats - Lupin - Pasture
89353,152.845017108398,-31.415972411926,0.0,2.0,1.0,2.0,4.9,24.31,0,Oats - Lupin - Pasture
81862,152.468996944443,-31.7500247187701,32.0,0.5,3.0,2.0,5.3,2.42,0,Oats - Lupin - Pasture
96541,148.99439792,-31.25480849,662.0,0.15,3.0,3.0,4.4,2.67,0,Oats - Lupin - Pasture
96497,148.96557414,-31.38066217,673.0,0.55,2.0,2.0,5.8,2.98,0,Oats - Lupin - Pasture
96449,148.93683723,-31.37493866,535.0,0.7,4.0,3.0,6.3,4.81,1,Durum Wheat - Lentil - Barley
96492,148.97776013,-31.27868997,434.0,2.5,5.0,3.0,7.1,2.55,1,Durum Wheat - Lentil - Barley
96493,148.99548235,-31.28886134,497.0,0.7,3.0,3.0,6.9,3.98,1,Durum Wheat - Lentil - Barley
81877,152.58959890422,-31.8540607373227,4.0,0.55,3.0,3.0,5.2,5.29,0,Oats - Lupin - Pasture
82199,149.906421796095,-31.5809829913781,420.0,0.5,3.0,2.0,5.7,3.21,0,Oats - Lupin - Pasture
89354,152.822260164388,-31.3491300154286,1.0,1.7,2.0,2.0,4.0,3.54,0,Oats - Lupin - Pasture
96498,149.03835201,-31.29246357,696.0,1.2,5.0,3.0,5.9,4.67,1,Durum Wheat - Lentil - Barley
101220,148.57552476,-35.84294782,696.0,0.7,1.0,1.0,5.3,40.83,3,Wheat - Canola - Field Pea
101240,148.52405183,-35.80829929,1393.0,0.65,5.0,3.0,4.2,8.36,3,Wheat - Canola - Field Pea
96747,148.91409902,-31.24626053,404.0,0.35,3.0,2.0,6.4,1.46,1,Durum Wheat - Lentil - Barley
82323,147.158159339537,-31.6093204742879,170.0,0.5,5.0,3.0,6.2,0.72,1,Durum Wheat - Lentil - Barley
89369,151.989072964273,-31.6681728764599,203.0,0.6,3.0,2.0,5.0,5.55,0,Oats - Lupin - Pasture
81754,150.916143372285,-32.2538206770267,203.0,0.5,4.0,2.0,6.3,1.15,1,Durum Wheat - Lentil - Barley
81757,150.190684181635,-31.9857318894794,558.0,0.5,2.0,2.0,6.9,2.22,1,Durum Wheat - Lentil - Barley
96357,149.01306472,-31.26064217,558.0,0.9,4.0,3.0,5.3,1.76,0,Oats - Lupin - Pasture
81845,152.916627196897,-31.015340212565,4.0,0.6,4.0,4.0,5.2,3.23,0,Oats - Lupin - Pasture
71460,150.430047808217,-30.6420921562525,488.0,2.65,4.0,3.0,6.1,1.39,2,Barley - Chickpea - Wheat
89359,152.798575998253,-30.8810610324789,87.0,0.5,4.0,3.0,4.1,6.05,0,Oats - Lupin - Pasture
71478,150.395737295861,-30.8694378773348,310.0,1.1,2.0,1.0,4.9,2.71,0,Oats - Lupin - Pasture
82287,151.71035720298,-30.9501915379997,1050.0,0.5,3.0,2.0,5.550000000000001,2.395,3,Wheat - Canola - Field Pea
67176,150.289955829755,-30.6023580877853,385.0,0.7,4.0,3.0,6.2,2.08,1,Durum Wheat - Lentil - Barley
67153,150.153520703853,-30.9240513116147,261.0,1.4,4.0,3.0,6.3,3.16,1,Durum Wheat - Lentil - Barley
71328,150.408435106694,-30.8716048039564,306.0,1.3,4.0,3.0,8.2,1.93,1,Durum Wheat - Lentil - Barley
69475,150.436650777749,-30.9865905906454,280.0,1.15,3.0,2.0,7.1,3.32,1,Durum Wheat - Lentil - Barley
67166,150.046400732144,-30.9436410754198,286.0,1.2,4.0,2.0,5.7,0.82,0,Oats - Lupin - Pasture
69474,150.325184583465,-30.8596642287727,290.0,1.2,3.0,2.0,5.5,7.12,0,Oats - Lupin - Pasture
82208,150.804563719105,-31.2185452804753,480.0,0.5,4.0,3.0,7.4,1.54,1,Durum Wheat - Lentil - Barley
69227,150.500059161299,-30.7033384654827,410.0,1.8,3.0,2.0,7.2,1.74,1,Durum Wheat - Lentil - Barley
69448,150.240459776999,-30.7674474989569,380.0,0.45,4.0,2.0,5.7,4.31,0,Oats - Lupin - Pasture
71849,150.503732793137,-30.7507246718571,396.0,1.2,3.0,2.0,5.4,0.88,0,Oats - Lupin - Pasture
69471,150.274808574326,-30.7959793066697,275.0,1.4,4.0,2.0,6.1,1.83,1,Durum Wheat - Lentil - Barley
69455,150.185290159266,-30.9821562120561,340.0,1.0,6.0,4.0,6.5,2.05,1,Durum Wheat - Lentil - Barley
71452,150.441397883919,-30.5802170930171,736.0,1.4,4.0,3.0,5.1,3.46,0,Oats - Lupin - Pasture
25309,150.446720794855,-30.7512740140995,410.0,0.65,4.0,3.0,5.6,1.0,0,Oats - Lupin - Pasture
67163,150.059730825402,-30.960339015985,294.0,1.2,4.0,3.0,5.8,2.19,1,Durum Wheat - Lentil - Barley
82237,152.930492161496,-31.2107789619914,1.0,1.6,1.0,1.0,4.5,30.88,0,Oats - Lupin - Pasture
89358,152.885109060338,-30.8528062192082,33.0,0.62,4.0,3.0,6.0,4.15,1,Durum Wheat - Lentil - Barley
69214,150.47679718688,-30.6590807487313,520.0,0.7,4.0,3.0,6.4,1.49,1,Durum Wheat - Lentil - Barley
71687,150.386329452896,-30.7165204453794,384.0,1.4,3.0,2.0,6.3,4.37,1,Durum Wheat - Lentil - Barley
71445,150.38369572824,-30.8816229719817,344.0,1.4,4.0,2.0,5.7,1.47,0,Oats - Lupin - Pasture
89378,152.986205742392,-31.0642268583293,0.0,1.6,1.0,1.0,4.6,3.44,0,Oats - Lupin - Pasture
31137,150.149433651331,-30.8625662103999,250.0,1.3,2.0,1.0,6.7,2.23,1,Durum Wheat - Lentil - Barley
66734,150.150507362159,-30.6106039128486,250.0,1.2,3.0,2.0,5.7,2.67,0,Oats - Lupin - Pasture
71270,150.304476400886,-30.8950653610388,280.0,1.2,3.0,2.0,6.2,3.7,1,Durum Wheat - Lentil - Barley
22448,150.246161034105,-30.9276556436208,280.0,0.7,1.0,1.0,6.8,1.12,1,Durum Wheat - Lentil - Barley
66749,150.382965495508,-30.9326819023499,406.0,1.6,2.0,1.0,4.7,1.9,0,Oats - Lupin - Pasture
96746,148.91423009,-31.24339005,406.0,1.0,4.0,3.0,6.8,2.48,1,Durum Wheat - Lentil - Barley
31787,150.017120584878,-30.9058241521954,325.0,0.75,4.0,2.0,7.449999999999999,3.53,1,Durum Wheat - Lentil - Barley
69228,150.498308184838,-30.7024294845638,408.0,2.8,3.0,2.0,8.1,4.58,1,Durum Wheat - Lentil - Barley
